age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
58,services,divorced,secondary,no,97542,yes,no,unknown,6,jun,4589,57,-1,2,failure,yes
83,student,married,tertiary,no,47735,yes,no,cellular,26,feb,1987,32,413,1,failure,no
47,management,single,unknown,no,27794,no,no,cellular,28,mar,1746,28,176,0,unknown,no
56,admin.,divorced,unknown,no,85997,no,no,telephone,23,nov,3034,63,-1,2,unknown,no
21,unemployed,married,primary,no,19209,no,no,unknown,26,feb,4370,35,-1,3,success,yes
27,services,married,unknown,no,67067,no,no,unknown,24,jun,3998,6,192,5,success,yes
22,housemaid,divorced,primary,no,95772,yes,no,cellular,26,may,3869,16,-1,4,other,yes
23,retired,single,primary,yes,-7511,no,no,unknown,14,sep,3759,38,-1,2,success,yes
85,self-employed,divorced,tertiary,no,93769,yes,no,telephone,7,may,172,15,-1,3,failure,no
83,retired,single,tertiary,no,14631,no,no,unknown,30,sep,2416,11,-1,1,success,yes
82,housemaid,divorced,primary,no,44973,yes,no,telephone,1,jul,1749,19,-1,0,failure,no
22,technician,divorced,tertiary,no,20376,no,no,cellular,13,nov,1779,33,-1,3,failure,no
24,blue-collar,divorced,tertiary,no,7895,no,yes,telephone,23,mar,4210,6,-1,2,other,yes
39,technician,married,primary,no,69245,no,no,unknown,25,oct,1952,33,-1,1,unknown,no
62,self-employed,single,tertiary,no,45040,no,no,telephone,22,sep,4116,46,130,5,failure,no
44,entrepreneur,married,tertiary,no,48024,no,no,telephone,16,oct,4466,29,-1,3,failure,yes
56,blue-collar,married,tertiary,no,45196,yes,no,cellular,29,jun,2238,44,-1,3,failure,no
31,housemaid,married,secondary,no,74219,no,no,unknown,8,apr,835,41,-1,4,other,no
75,unknown,single,unknown,no,98271,yes,no,unknown,5,jul,3435,32,-1,1,failure,no
42,technician,single,unknown,no,48415,no,no,unknown,20,dec,4244,62,-1,3,unknown,yes
23,management,divorced,primary,no,9115,yes,no,cellular,10,mar,1997,39,-1,5,other,no
75,entrepreneur,married,unknown,no,28012,yes,no,telephone,15,aug,960,51,581,3,unknown,no
88,housemaid,single,primary,no,46563,no,yes,cellular,15,mar,2560,41,761,5,success,yes
19,admin.,divorced,tertiary,no,3402,yes,no,telephone,9,oct,4824,61,656,0,success,yes
52,student,divorced,secondary,no,17201,yes,no,telephone,31,jun,2543,28,-1,4,failure,yes
82,entrepreneur,married,secondary,no,14288,no,no,telephone,12,nov,2205,12,20,3,other,yes
73,unknown,divorced,tertiary,no,99025,no,no,telephone,21,feb,2164,12,-1,5,other,yes
84,technician,married,primary,no,36085,yes,no,telephone,5,feb,3607,63,-1,5,other,yes
50,unknown,single,tertiary,no,88694,yes,no,telephone,31,dec,1677,51,753,0,unknown,no
47,admin.,single,secondary,no,52659,yes,no,unknown,31,may,3587,20,-1,2,success,yes
73,unemployed,divorced,secondary,no,47669,no,no,cellular,3,feb,4852,29,-1,5,success,yes
29,unknown,divorced,tertiary,no,95250,yes,yes,cellular,20,nov,3800,3,136,4,other,yes
36,unemployed,divorced,primary,no,68114,no,no,telephone,19,may,4568,61,715,0,success,yes
64,services,divorced,tertiary,no,18369,no,yes,unknown,6,dec,3883,28,-1,3,failure,yes
70,blue-collar,single,tertiary,yes,22981,yes,no,telephone,24,jun,4149,25,-1,2,success,yes
27,housemaid,divorced,secondary,no,65269,no,no,cellular,24,oct,192,16,-1,4,success,yes
57,retired,married,tertiary,no,-7754,no,no,telephone,27,jul,1736,6,404,3,other,no
46,technician,single,primary,no,8780,no,no,telephone,19,jun,1344,49,-1,1,success,no
57,student,married,tertiary,no,175,no,no,cellular,22,jun,4246,15,-1,2,unknown,no
92,housemaid,divorced,secondary,no,70512,no,no,telephone,23,apr,1129,6,-1,5,unknown,no
23,management,divorced,secondary,no,40547,no,no,unknown,24,sep,4760,62,-1,2,other,yes
95,housemaid,divorced,tertiary,no,-6753,no,no,unknown,19,jul,3436,35,-1,1,failure,yes
53,student,divorced,tertiary,no,73582,yes,no,cellular,24,jan,609,5,-1,0,other,no
78,unemployed,married,unknown,yes,64151,yes,yes,cellular,2,may,3361,19,-1,0,failure,yes
51,blue-collar,divorced,tertiary,no,71050,no,no,unknown,20,may,1685,35,-1,0,success,yes
42,services,single,tertiary,no,9953,yes,no,telephone,7,nov,1461,14,-1,0,unknown,no
78,admin.,divorced,secondary,no,88243,yes,yes,unknown,13,jun,4889,63,-1,3,success,yes
71,services,divorced,secondary,no,11835,yes,no,cellular,24,jul,3903,56,-1,3,unknown,no
29,services,single,secondary,no,54795,yes,no,unknown,4,jan,3754,56,-1,4,failure,no
73,services,married,primary,no,53479,yes,no,unknown,24,may,1532,33,267,3,unknown,no
76,admin.,single,secondary,no,16059,no,yes,unknown,9,apr,3259,63,-1,1,other,no
48,self-employed,single,unknown,no,33295,no,no,cellular,24,jun,1686,21,-1,3,other,no
90,admin.,divorced,primary,no,-2259,yes,no,telephone,24,nov,2966,35,-1,2,success,yes
67,management,single,tertiary,no,43843,yes,no,unknown,1,dec,1961,48,-1,1,unknown,yes
44,management,single,unknown,no,66482,no,no,telephone,8,apr,2998,32,-1,3,failure,no
18,student,single,secondary,no,25977,no,no,cellular,25,aug,3662,54,-1,3,success,yes
70,housemaid,married,unknown,no,51154,yes,yes,telephone,11,dec,1550,7,-1,2,unknown,no
34,services,married,tertiary,no,96881,no,no,cellular,14,mar,57,28,-1,0,other,no
77,entrepreneur,married,secondary,no,17807,yes,no,cellular,1,jun,476,53,91,0,unknown,no
58,unemployed,single,tertiary,no,23972,yes,no,cellular,22,jul,4458,12,-1,4,failure,yes
54,technician,single,primary,no,5199,no,no,telephone,3,jan,4719,25,-1,0,success,yes
30,unknown,divorced,unknown,no,51625,no,no,cellular,9,jun,3404,63,-1,1,success,yes
73,blue-collar,divorced,tertiary,no,14422,no,no,telephone,15,feb,526,39,-1,4,unknown,no
30,management,married,unknown,no,85979,no,no,cellular,24,apr,2885,23,-1,2,other,no
50,unemployed,married,primary,no,24003,no,no,unknown,16,feb,2127,23,-1,4,failure,no
83,admin.,single,unknown,no,65059,no,no,unknown,31,sep,1167,13,-1,2,success,no
89,blue-collar,divorced,secondary,no,12813,no,no,cellular,17,nov,1865,47,-1,5,success,no
95,admin.,married,primary,no,27505,no,no,unknown,8,apr,3863,7,-1,2,success,yes
92,management,married,tertiary,no,10831,yes,no,unknown,6,jan,4901,14,-1,0,unknown,yes
61,retired,married,tertiary,no,52768,no,yes,cellular,25,jun,4293,8,440,4,success,yes
33,admin.,single,tertiary,no,-4946,no,yes,unknown,15,feb,1002,48,-1,3,success,no
83,unknown,divorced,primary,no,1129,no,no,telephone,19,jun,2467,60,-1,5,success,no
80,unemployed,divorced,unknown,no,47156,no,no,telephone,12,jul,2598,6,-1,0,failure,yes
95,entrepreneur,single,unknown,no,52025,no,no,telephone,9,jun,1438,60,-1,3,other,no
68,technician,married,unknown,no,28268,yes,no,cellular,19,jul,2140,58,-1,4,unknown,no
29,admin.,single,secondary,no,39452,yes,no,unknown,10,jul,1871,32,-1,2,failure,no
57,housemaid,single,tertiary,no,37813,no,no,telephone,31,feb,342,3,-1,1,success,no
52,unknown,married,primary,no,75372,no,yes,cellular,23,sep,2047,44,-1,1,other,no
83,management,divorced,primary,no,41109,no,no,cellular,26,sep,1791,34,-1,0,failure,no
48,student,divorced,tertiary,no,85269,no,no,cellular,9,feb,1504,53,-1,3,other,no
43,retired,married,tertiary,no,15872,no,yes,unknown,1,jun,3019,19,-1,4,unknown,yes
24,entrepreneur,married,unknown,no,13957,yes,no,cellular,2,apr,3503,36,-1,2,success,yes
83,services,married,tertiary,no,36409,yes,no,cellular,27,may,230,57,-1,0,other,no
76,blue-collar,divorced,unknown,no,968,yes,no,telephone,28,oct,1683,43,-1,4,other,no
21,student,single,primary,no,65816,yes,yes,cellular,22,aug,151,41,-1,5,failure,no
51,blue-collar,married,secondary,no,34961,yes,yes,telephone,19,nov,4039,61,-1,3,unknown,no
55,admin.,married,secondary,no,32303,no,no,telephone,7,jul,4560,31,-1,0,failure,yes
54,admin.,married,primary,no,50756,yes,no,unknown,24,jan,2280,11,-1,2,failure,no
89,entrepreneur,single,secondary,no,1031,no,yes,unknown,17,sep,4648,62,-1,3,failure,no
29,retired,divorced,tertiary,no,33448,yes,yes,cellular,19,jan,3093,9,-1,5,failure,yes
41,technician,married,tertiary,no,98943,yes,no,telephone,1,may,4274,35,-1,2,other,yes
32,services,married,primary,no,61141,yes,no,cellular,17,dec,4662,48,-1,0,failure,yes
37,unemployed,single,primary,no,55137,no,yes,unknown,22,dec,2887,50,-1,4,failure,no
88,student,divorced,tertiary,no,47621,no,no,cellular,24,feb,2194,45,14,4,other,yes
91,blue-collar,single,primary,no,43559,no,no,telephone,5,dec,3649,27,-1,1,unknown,yes
21,blue-collar,married,tertiary,no,95028,no,no,unknown,1,dec,837,12,397,2,success,yes
67,admin.,married,tertiary,yes,94339,no,no,cellular,27,nov,1459,3,-1,0,other,no
36,self-employed,divorced,secondary,no,37033,no,no,cellular,10,oct,2705,20,38,0,failure,yes
33,student,divorced,secondary,no,93720,no,no,cellular,15,jan,990,62,-1,1,other,no
40,management,divorced,primary,no,1074,yes,no,unknown,20,feb,2443,44,-1,0,success,yes
33,entrepreneur,single,unknown,no,27168,yes,no,telephone,16,aug,4210,26,-1,1,success,yes
56,blue-collar,divorced,tertiary,no,25212,no,no,telephone,30,feb,3849,32,-1,3,success,yes
95,blue-collar,single,unknown,no,68698,yes,no,cellular,27,apr,4384,22,-1,2,unknown,yes
63,retired,married,primary,no,58648,yes,no,cellular,13,dec,4231,57,268,0,unknown,no
74,housemaid,single,unknown,no,43987,no,yes,cellular,6,nov,1634,29,-1,3,other,no
56,management,divorced,tertiary,no,20162,yes,no,unknown,31,apr,3505,53,-1,5,failure,no
19,unemployed,single,tertiary,no,47755,no,no,unknown,22,jul,1829,4,466,3,unknown,yes
24,services,divorced,secondary,no,21588,no,no,telephone,24,jul,4778,31,-1,1,success,yes
38,services,divorced,secondary,no,46722,no,no,unknown,15,apr,869,38,121,4,failure,no
37,self-employed,married,secondary,no,29352,no,yes,telephone,16,mar,1324,43,-1,2,success,no
83,technician,married,tertiary,no,89748,no,no,cellular,6,jun,4631,2,-1,0,other,yes
83,self-employed,married,tertiary,no,74075,no,yes,cellular,14,aug,1176,41,-1,3,unknown,no
84,entrepreneur,divorced,unknown,no,11279,yes,no,unknown,17,oct,3047,53,-1,4,unknown,yes
67,admin.,divorced,primary,no,95414,no,no,telephone,5,nov,1432,6,-1,1,other,no
61,self-employed,married,unknown,no,64466,yes,no,cellular,20,jan,1399,21,-1,2,other,no
68,services,married,secondary,no,30541,no,no,telephone,20,aug,3300,27,-1,0,failure,no
49,blue-collar,single,primary,no,50350,yes,yes,telephone,27,aug,3909,17,318,2,unknown,yes
70,unknown,single,unknown,no,13503,no,no,unknown,2,jan,1143,28,696,2,other,no
79,retired,divorced,unknown,no,-2850,yes,yes,telephone,7,nov,4834,57,-1,1,unknown,no
77,management,divorced,unknown,no,38270,no,no,cellular,14,aug,434,57,-1,3,unknown,no
65,self-employed,married,primary,no,78039,yes,no,unknown,28,sep,492,38,-1,4,failure,no
22,technician,married,unknown,no,30702,yes,yes,cellular,8,aug,4809,56,-1,2,failure,no
74,retired,single,unknown,no,34267,yes,no,cellular,31,may,272,52,714,4,failure,no
46,services,single,unknown,no,100902,yes,no,cellular,30,mar,1547,4,-1,2,failure,no
76,management,divorced,primary,no,100597,no,no,unknown,3,may,595,25,-1,2,other,no
60,student,single,primary,no,43025,no,no,telephone,12,oct,1093,54,-1,3,other,no
86,unknown,single,secondary,no,-3140,yes,yes,unknown,9,aug,364,28,184,1,unknown,no
44,management,married,unknown,no,66721,no,no,cellular,16,aug,1764,39,478,5,unknown,no
90,services,married,tertiary,no,70618,no,no,telephone,29,feb,1454,26,754,3,other,no
83,admin.,divorced,unknown,no,92516,yes,no,unknown,12,jan,779,2,254,2,other,no
43,services,divorced,primary,no,96285,no,no,cellular,21,sep,3535,36,-1,1,unknown,yes
55,unemployed,married,unknown,no,61196,yes,yes,cellular,5,dec,175,25,-1,4,success,no
59,retired,divorced,secondary,no,3784,yes,no,telephone,18,may,2333,49,-1,0,unknown,no
77,unemployed,single,unknown,no,19431,yes,no,telephone,11,jun,1502,56,341,0,other,no
71,unknown,single,secondary,no,70834,yes,no,telephone,29,dec,3198,7,-1,3,unknown,yes
84,admin.,divorced,secondary,no,58815,yes,no,cellular,25,mar,1661,23,-1,2,success,yes
46,technician,divorced,tertiary,no,39957,yes,yes,cellular,7,jul,2325,25,-1,1,other,no
57,services,married,unknown,no,36206,yes,no,unknown,20,feb,3989,43,553,2,success,yes
51,blue-collar,married,tertiary,no,70050,yes,no,telephone,11,apr,710,25,38,4,success,yes
88,self-employed,divorced,secondary,no,38458,no,no,unknown,14,may,2142,36,299,2,unknown,no
41,unemployed,divorced,primary,no,9025,no,yes,cellular,15,sep,2765,58,-1,3,success,yes
63,housemaid,married,primary,no,99725,yes,no,telephone,26,apr,3624,38,274,0,unknown,yes
27,student,divorced,secondary,no,30432,no,no,telephone,9,jun,2639,7,-1,4,other,no
84,technician,single,primary,no,22645,yes,yes,unknown,1,apr,3618,31,-1,0,other,yes
47,technician,single,tertiary,no,-376,no,yes,telephone,6,feb,3914,56,-1,1,success,yes
44,student,married,primary,no,43582,yes,no,cellular,26,oct,3881,31,-1,1,other,yes
63,unknown,divorced,secondary,no,100482,no,no,cellular,10,sep,3027,62,-1,2,other,yes
56,management,divorced,primary,no,9585,no,no,unknown,2,aug,4518,57,-1,1,success,yes
84,blue-collar,single,primary,no,18917,yes,no,telephone,13,jul,111,17,-1,4,unknown,no
59,housemaid,divorced,unknown,no,11639,yes,no,cellular,27,feb,2452,27,799,2,unknown,no
58,unknown,divorced,unknown,no,2345,yes,no,unknown,28,jul,3945,12,472,0,unknown,yes
26,management,divorced,unknown,no,58383,yes,no,unknown,30,sep,511,13,-1,2,unknown,no
19,self-employed,divorced,tertiary,no,24800,yes,no,telephone,22,jun,4024,24,-1,0,failure,yes
49,entrepreneur,divorced,tertiary,no,74611,no,no,unknown,26,sep,190,27,-1,1,success,no
95,unknown,divorced,secondary,no,36070,yes,no,cellular,24,apr,3868,23,-1,3,failure,yes
89,management,divorced,secondary,no,62010,no,no,telephone,1,jul,919,47,-1,3,success,no
67,services,single,unknown,no,1833,yes,no,telephone,13,may,3283,10,-1,3,other,yes
67,retired,divorced,secondary,no,28221,yes,no,unknown,17,dec,4078,30,553,2,failure,yes
48,housemaid,married,unknown,no,37544,yes,no,unknown,15,mar,4005,56,-1,5,success,yes
31,unknown,single,tertiary,no,-1443,no,no,unknown,26,apr,2825,47,-1,0,failure,yes
18,entrepreneur,single,tertiary,no,38121,yes,no,telephone,31,sep,4468,13,-1,2,unknown,yes
44,technician,divorced,primary,yes,43729,yes,no,cellular,17,jan,689,16,-1,1,success,no
42,entrepreneur,married,primary,no,36422,yes,no,telephone,3,jul,1163,59,-1,0,unknown,no
32,retired,single,primary,no,47469,no,no,unknown,12,jan,652,37,-1,3,failure,no
38,technician,married,secondary,no,79695,yes,yes,telephone,7,jul,3538,56,-1,0,unknown,yes
19,unknown,divorced,unknown,no,76771,yes,no,unknown,15,apr,4385,55,112,3,success,yes
65,housemaid,divorced,unknown,no,-6449,no,no,unknown,8,mar,4576,28,-1,5,other,yes
90,unemployed,married,secondary,no,62431,no,no,cellular,3,jun,2558,34,-1,4,success,yes
71,services,divorced,unknown,no,91448,yes,no,cellular,6,apr,649,24,-1,4,success,no
52,housemaid,single,unknown,yes,87838,no,no,cellular,16,jan,845,41,-1,1,failure,no
50,unemployed,divorced,secondary,no,27568,no,no,unknown,5,jul,3080,41,-1,3,failure,no
41,services,divorced,secondary,yes,78128,no,no,cellular,1,jul,4411,43,-1,3,failure,yes
29,housemaid,married,secondary,no,80107,yes,no,cellular,9,aug,4859,55,862,2,unknown,yes
64,technician,married,primary,no,32246,no,yes,telephone,20,nov,3545,47,-1,2,success,yes
62,unemployed,single,primary,no,87605,yes,no,telephone,20,sep,4332,7,-1,0,unknown,yes
18,blue-collar,married,primary,no,61544,yes,no,cellular,13,oct,2350,23,-1,5,failure,yes
50,self-employed,married,primary,no,74622,yes,no,telephone,21,aug,964,36,-1,5,failure,yes
39,housemaid,divorced,secondary,no,74201,no,no,cellular,6,sep,2287,40,-1,4,unknown,no
31,retired,divorced,primary,no,77948,no,no,cellular,23,oct,489,55,-1,3,success,no
72,technician,single,tertiary,no,97256,yes,no,telephone,1,aug,3308,27,-1,0,other,yes
59,unknown,married,primary,no,86316,no,no,cellular,5,jul,1620,52,-1,3,success,no
67,unknown,married,secondary,no,38458,yes,yes,cellular,29,sep,1664,25,-1,5,other,yes
73,student,divorced,secondary,no,53825,no,no,cellular,15,dec,14,10,-1,0,failure,no
94,student,married,tertiary,no,63311,no,no,telephone,18,jun,4918,30,-1,2,unknown,yes
80,admin.,married,tertiary,no,86220,no,no,telephone,13,mar,2102,10,-1,5,other,no
66,student,single,secondary,no,35193,no,yes,cellular,21,may,3859,26,-1,5,other,yes
86,retired,single,unknown,no,26427,no,yes,unknown,24,jan,2555,16,-1,2,unknown,no
55,unknown,single,tertiary,no,73161,no,no,cellular,25,apr,3152,2,207,1,unknown,yes
94,housemaid,single,primary,no,96958,no,no,cellular,8,nov,2301,42,-1,1,failure,no
77,self-employed,divorced,tertiary,no,92319,no,no,telephone,20,feb,3381,47,-1,2,unknown,yes
68,admin.,single,primary,no,8275,yes,no,telephone,25,nov,982,9,-1,1,unknown,no
88,retired,divorced,secondary,no,93114,no,yes,unknown,13,jul,4899,37,139,3,unknown,yes
58,self-employed,single,secondary,no,78810,yes,yes,telephone,12,apr,2104,32,466,0,failure,no
74,unemployed,single,tertiary,no,9279,no,no,telephone,20,jun,53,9,92,0,other,no
40,retired,single,primary,no,-7280,no,yes,telephone,18,nov,4685,39,618,0,success,yes
93,management,divorced,unknown,no,14450,no,no,cellular,8,feb,112,17,120,4,success,no
66,technician,divorced,tertiary,no,94236,no,no,unknown,30,jul,2323,52,-1,5,failure,no
78,technician,married,tertiary,no,75042,no,no,cellular,18,apr,3861,39,-1,0,other,yes
53,retired,divorced,unknown,no,55283,no,no,telephone,18,jul,1822,8,-1,5,unknown,no
85,services,divorced,primary,no,61411,yes,yes,cellular,7,oct,1029,33,-1,0,success,yes
23,unemployed,divorced,tertiary,no,37465,yes,no,telephone,21,dec,1183,8,-1,0,unknown,no
26,entrepreneur,married,tertiary,no,91561,no,no,unknown,29,apr,3370,46,-1,1,unknown,no
57,unemployed,divorced,unknown,yes,9185,yes,no,telephone,23,aug,2822,19,-1,1,other,no
75,services,married,tertiary,yes,26518,no,no,unknown,16,jun,2475,31,-1,5,failure,no
81,management,married,secondary,no,14065,no,no,telephone,20,jul,2529,44,-1,0,failure,yes
52,unknown,divorced,tertiary,no,85282,no,no,telephone,8,feb,1567,54,-1,5,failure,no
68,blue-collar,married,secondary,no,51405,no,no,telephone,2,nov,4599,33,-1,5,other,yes
61,housemaid,divorced,unknown,no,67215,yes,no,cellular,20,mar,1137,5,-1,2,success,yes
92,student,single,secondary,no,93137,yes,no,cellular,6,jan,4119,17,-1,4,other,yes
69,unemployed,married,secondary,no,13500,yes,no,telephone,3,oct,3820,39,-1,3,other,yes
50,admin.,married,secondary,no,98086,no,no,unknown,25,may,33,3,-1,5,success,yes
93,retired,divorced,unknown,no,5914,yes,no,unknown,14,jan,841,24,-1,1,success,no
26,blue-collar,divorced,tertiary,yes,74971,no,no,unknown,27,sep,2716,21,-1,5,unknown,yes
94,unemployed,single,tertiary,no,69299,yes,no,unknown,27,apr,780,20,154,2,failure,no
30,technician,divorced,tertiary,no,82796,yes,yes,cellular,4,dec,4193,61,578,5,failure,no
40,blue-collar,married,primary,no,9430,no,no,cellular,24,dec,2173,60,-1,5,success,yes
82,technician,single,unknown,no,97589,yes,no,cellular,11,jul,4116,57,-1,5,other,no
75,retired,married,tertiary,no,79376,yes,yes,unknown,22,jun,586,55,-1,4,success,no
93,blue-collar,single,secondary,no,4169,yes,yes,cellular,2,jun,118,57,-1,2,success,no
76,entrepreneur,married,secondary,no,53280,yes,no,cellular,15,aug,3155,12,-1,4,success,yes
67,unknown,single,tertiary,no,81899,no,no,unknown,20,nov,3945,25,-1,1,other,yes
45,housemaid,single,primary,no,44455,no,no,telephone,14,aug,4879,4,-1,1,failure,yes
18,admin.,single,primary,no,33899,no,no,telephone,18,feb,3874,51,-1,4,failure,yes
27,unemployed,single,tertiary,no,22308,yes,no,telephone,1,mar,3678,55,-1,4,unknown,yes
41,housemaid,single,tertiary,no,48753,no,no,unknown,1,aug,285,2,-1,1,other,no
21,housemaid,single,secondary,no,100223,yes,no,cellular,19,may,2967,11,-1,5,other,yes
57,unknown,married,unknown,no,58826,yes,no,telephone,13,jun,3510,11,-1,4,unknown,yes
78,housemaid,married,primary,no,71438,no,no,cellular,18,may,1941,59,482,5,failure,no
93,housemaid,single,secondary,no,77759,no,no,unknown,12,aug,4914,50,671,2,other,yes
56,student,divorced,secondary,no,77587,no,no,cellular,1,mar,4859,18,-1,3,success,yes
86,unknown,divorced,tertiary,no,36049,yes,no,unknown,22,jan,4210,3,-1,3,success,yes
94,entrepreneur,single,tertiary,no,76558,no,no,cellular,5,mar,4328,26,-1,0,unknown,yes
85,services,divorced,tertiary,no,28085,yes,no,cellular,25,sep,2794,37,-1,1,failure,no
54,student,divorced,secondary,no,56241,no,no,telephone,1,aug,4036,3,-1,5,other,yes
43,housemaid,single,unknown,no,25269,no,no,telephone,29,oct,350,30,-1,4,unknown,no
94,admin.,married,tertiary,no,95366,no,no,cellular,8,feb,1131,34,-1,3,unknown,no
36,technician,single,tertiary,no,72316,yes,no,cellular,28,feb,3265,62,-1,0,success,yes
50,retired,single,primary,no,56220,yes,yes,unknown,1,feb,607,12,-1,0,other,no
23,self-employed,married,primary,no,41665,no,yes,telephone,14,jul,3998,12,-1,3,other,yes
79,admin.,divorced,unknown,no,49205,no,no,unknown,13,jul,875,28,-1,0,unknown,no
68,unknown,divorced,unknown,no,77789,no,no,telephone,6,feb,1717,21,-1,0,other,no
24,unknown,married,unknown,no,22108,no,no,telephone,15,jun,1272,58,-1,3,success,no
35,management,single,secondary,no,83131,yes,no,telephone,7,jan,2662,50,-1,5,success,yes
61,blue-collar,married,tertiary,no,22990,no,no,telephone,14,aug,401,16,-1,5,unknown,no
60,self-employed,married,secondary,no,7577,no,no,unknown,12,jul,3995,22,-1,2,unknown,no
80,entrepreneur,married,unknown,no,73057,yes,no,telephone,7,jan,4370,40,-1,5,other,yes
38,student,single,unknown,yes,69918,no,no,cellular,25,feb,3674,55,-1,3,success,yes
90,management,married,unknown,no,28824,yes,no,cellular,17,sep,911,13,-1,5,unknown,no
52,services,married,unknown,no,63364,no,no,telephone,26,nov,1429,19,-1,1,unknown,no
82,retired,single,tertiary,no,72158,yes,no,cellular,26,nov,1114,39,-1,3,unknown,yes
36,unemployed,single,unknown,no,78661,no,no,cellular,9,jul,2961,55,-1,5,success,no
20,housemaid,married,primary,no,96797,no,no,unknown,10,jul,4368,19,-1,5,failure,yes
22,admin.,single,unknown,no,85979,no,no,unknown,30,oct,4324,30,-1,5,other,yes
47,services,married,unknown,no,40323,no,no,telephone,10,nov,4713,43,-1,0,unknown,yes
92,self-employed,divorced,tertiary,no,17326,no,no,cellular,3,nov,3391,27,-1,3,unknown,yes
21,admin.,single,primary,no,2705,yes,no,unknown,17,may,1090,49,-1,0,other,no
46,entrepreneur,divorced,secondary,no,55118,no,no,telephone,30,jun,1958,33,-1,2,failure,no
26,retired,married,secondary,no,65320,no,no,telephone,8,jan,1447,56,-1,0,unknown,no
90,entrepreneur,divorced,secondary,no,67997,no,no,unknown,20,mar,312,39,-1,4,failure,no
70,retired,single,tertiary,no,-6953,no,no,unknown,11,may,3935,58,-1,4,other,no
77,services,married,primary,no,69149,no,no,unknown,12,oct,2843,55,-1,0,unknown,no
73,entrepreneur,divorced,unknown,no,78570,no,no,unknown,15,jun,4772,16,-1,5,success,yes
69,entrepreneur,married,secondary,no,71393,yes,yes,telephone,5,aug,4138,57,-1,5,unknown,yes
78,unemployed,married,primary,no,49821,yes,no,unknown,12,nov,3195,9,-1,5,success,no
18,unknown,divorced,tertiary,no,-6331,yes,no,telephone,9,jun,215,18,-1,2,other,no
85,entrepreneur,married,secondary,no,45870,no,no,cellular,26,may,2177,4,664,5,unknown,yes
75,self-employed,single,unknown,no,62922,no,no,unknown,8,sep,2335,7,-1,5,success,no
75,self-employed,married,tertiary,yes,54638,no,yes,telephone,27,apr,3318,46,-1,3,failure,no
48,unemployed,married,unknown,no,55204,yes,yes,unknown,1,may,2789,7,-1,2,failure,yes
80,unemployed,married,primary,no,48804,no,no,telephone,13,nov,3838,12,-1,4,unknown,yes
47,student,married,unknown,no,52722,yes,yes,unknown,9,jun,108,26,-1,0,unknown,no
21,admin.,single,tertiary,no,27615,no,no,cellular,14,apr,554,51,-1,2,failure,no
88,blue-collar,single,unknown,no,58545,yes,no,unknown,24,nov,4686,52,-1,0,failure,yes
36,housemaid,married,secondary,no,22965,no,no,cellular,30,aug,2141,61,-1,4,success,yes
25,blue-collar,single,unknown,no,46062,yes,no,telephone,23,oct,4046,4,-1,0,other,yes
66,blue-collar,married,unknown,no,37682,yes,no,telephone,16,apr,4217,10,-1,4,unknown,yes
36,unemployed,single,tertiary,no,70562,yes,no,unknown,16,oct,593,26,-1,3,success,no
84,housemaid,divorced,tertiary,no,90440,no,no,unknown,31,dec,3469,18,-1,2,failure,no
52,unknown,divorced,tertiary,no,61659,yes,yes,unknown,31,feb,855,7,-1,3,other,yes
18,self-employed,divorced,tertiary,no,6890,yes,no,telephone,24,mar,756,34,-1,0,success,no
92,student,married,secondary,no,65425,yes,no,cellular,6,jul,1201,30,-1,4,other,no
58,unemployed,married,tertiary,no,27724,no,yes,telephone,9,sep,3714,28,302,1,failure,yes
38,management,divorced,primary,no,-2556,yes,no,cellular,9,jan,458,2,669,5,unknown,no
70,services,married,primary,no,13153,no,no,cellular,8,jul,3283,27,-1,5,unknown,no
59,entrepreneur,divorced,tertiary,no,101930,no,no,unknown,30,feb,1875,29,-1,3,other,no
20,housemaid,single,secondary,no,38985,no,no,unknown,5,dec,1301,14,254,3,success,no
77,management,married,unknown,no,14189,yes,no,telephone,27,sep,1179,51,667,5,unknown,yes
49,student,divorced,unknown,no,6684,no,no,unknown,25,dec,1692,57,-1,2,unknown,no
72,entrepreneur,single,unknown,no,63536,no,no,cellular,17,mar,1717,59,-1,2,failure,no
87,retired,divorced,primary,no,75687,yes,no,cellular,10,oct,1546,43,-1,5,success,no
65,entrepreneur,single,unknown,no,30845,no,yes,cellular,9,may,2549,43,-1,2,success,yes
70,unemployed,married,unknown,no,3381,yes,yes,telephone,21,feb,4885,10,-1,2,unknown,yes
37,unknown,divorced,unknown,no,31013,no,no,telephone,21,jun,2221,25,-1,0,other,no
36,self-employed,married,unknown,no,65178,no,yes,cellular,17,jun,903,1,206,1,success,yes
50,management,single,secondary,no,4539,no,yes,telephone,18,jul,3008,36,-1,1,success,yes
84,retired,single,unknown,no,21448,yes,yes,cellular,26,nov,4079,49,-1,4,success,yes
58,housemaid,divorced,primary,no,-7780,yes,no,unknown,24,apr,2949,43,-1,3,success,yes
45,student,divorced,secondary,no,43940,yes,no,cellular,24,aug,2610,1,-1,2,failure,yes
78,entrepreneur,single,tertiary,no,10759,no,no,telephone,9,mar,3290,36,-1,5,failure,no
84,unknown,divorced,unknown,no,13998,no,yes,telephone,2,nov,4331,56,-1,2,success,no
88,unknown,married,primary,no,4430,no,no,cellular,15,jun,376,7,-1,2,other,no
